TEXT_2_WARPOD_SQUADRON,#2 Warpod Squadron
TEXT_TOOLTIP_SECURITYTROOPER_CAPTAIN_HEALTH,Health: 17 (Infantry)
TEXT_TOOLTIP_SECURITYTROOPER_COMPANY,Company: 40x Corporate Security Trooper
TEXT_TOOLTIP_SECURITYTROOPER_COMPANY_WEAP1,40x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_SECURITYTROOPER_HEALTH,Health: 14 (Infantry)
TEXT_TOOLTIP_SECURITYTROOPER_MOVE,Speed: 1.0 
TEXT_TOOLTIP_SECURITYTROOPER_SQUAD,Squad: 10x Corporate Security Trooper
TEXT_TOOLTIP_SECURITYTROOPER_SQUAD_WEAP1,10x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_SECURITYTROOPER_VEHICLE_REPAIR_4X,4x Vehicle Repair: 5 / 1.0s / 80m
TEXT_TOOLTIP_SECURITYTROOPER_WEAP1,1x A280 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_SECUTOR,A massive carrier design that shares features with its Venator and Maelstrom predecessors. It is fast for its size, well-armed, and carries several times the fighter complement of most other capitals. It was designed late in the Clone Wars and saw continued use after the conflict by the Empire and its splinter factions. It is best used as a flagship for fleet groups seeking additional fighter superiority and firepower.
TEXT_TOOLTIP_SECUTOR_HULL,Hull: 9660 (Capital)
TEXT_TOOLTIP_SECUTOR_MOVE,Speed: 4.2 | Accel: 0.05 | Turn: 0.15
TEXT_TOOLTIP_SECUTOR_SHIELD,Shields: 8500 / [42.5/R] (Capital)
TEXT_TOOLTIP_SECUTOR_SQUADRON,Fighters: 4 / 10 | Bombers: 3 / 8
TEXT_TOOLTIP_SECUTOR_WEAP1,3x Heavy Dual Turbolasers: 2 / 5.0s / 7.4km
TEXT_TOOLTIP_SECUTOR_WEAP2,12x Medium Quad Turbolasers: 2 / 5.0s / 6.4km
TEXT_TOOLTIP_SECUTOR_WEAP3,3x Light Quad Turbolasers: 2 / 2.31s / 5.4km
TEXT_TOOLTIP_SECUTOR_WEAP4,3x Heavy Dual Ion Cannons: 1 / 5.0s / 7.4km
TEXT_TOOLTIP_SECUTOR_WEAP5,14x Light Dual Laser Cannons: 2 / 0.42s / 3.9km
TEXT_TOOLTIP_SECUTOR_WEAP6,6x Light Proton Torpedoes: 1 / 10.0s / 5.4km
TEXT_TOOLTIP_SHEA_HUBLIN,Shea Hublin was a distinguished fighter pilot who joined the Republic navy at sixteen. Participating in the Western Reaches Operation, Hublin famously brought down the shields of a Separatist holdout, and was named air marshal of the Greater Seswenna. When he was forced into line command he earned the sobriquet 'the Rebel Destroyer' for hunting rebels and pirates near Eriadu. Hublin later reluctantly sided with Sander Delvardus when the Empire fragmented.
TEXT_TOOLTIP_SHEATHIPEDE,Transport shuttle built by Haor Chall in the image of Neimoidian soldier beetles. Mainly used for short range transportation of VIPs, these shuttles are only lightly armed.
TEXT_TOOLTIP_SHEATHIPEDE_BTYPE,Derivative of the Sheathipede with an extended body to offer more room for either passengers or valuable cargo.
TEXT_TOOLTIP_SHEATHIPEDE_BTYPE_HULL,Hull: 250 (Gunship)
TEXT_TOOLTIP_SHEATHIPEDE_HULL,Hull: 200 (Gunship)
TEXT_TOOLTIP_SHEATHIPEDE_MOVE,Speed: 5.0 | Accel: 0.06 | Turn: 0.65
TEXT_TOOLTIP_SHEATHIPEDE_SHIELDS,Shields: 50 / [5/R] (Gunship)
TEXT_TOOLTIP_SHEATHIPEDE_STOCK,Unarmed shuttle favoured by Neimoidian Trade Federation dignitaries.
TEXT_TOOLTIP_SHEATHIPEDE_WEAP1,3x Heavy Fighter Laser Cannon: 2 / 2.0 / 1.1km
TEXT_TOOLTIP_SHIPYARD_ALL_BOOTANA,Call in ships sent to Bootana Hutta to assist in the defence of this shipyard [HUTTS]
TEXT_TOOLTIP_SKIPRAY,A heavy gunboat sometimes counted as a capital ship in small navies, the Imperial GAT-12h and its successors are a more combat-oriented improvement over the Republic GAT-12g model which lacked the concussion missiles and had a tractor beam for utility. It is best used to attack enemy capital ships but can be turned onto fighters in a pinch due to its turreted lasers.
TEXT_TOOLTIP_SKIPRAY_ADVANCED,Heavier Skipray model best known for its increased munitions load over earlier designs. Has otherwise equal performance and durability to the 12H model. It is best used to attack enemy capital ships but can be turned onto fighters in a pinch due to its turreted lasers.
TEXT_TOOLTIP_SKYHOPPER,A light airspeeder armed with an underslung anti-infantry cannon. Originally a civilian craft, the design was often converted into a makeshift recon and light-strike platform by groups such as the Rebel Alliance and pirates.
TEXT_TOOLTIP_SKYHOPPER_COMPANY,Company: 4x T-16M Skyhopper
TEXT_TOOLTIP_SKYHOPPER_HEALTH,Health: 100 (Speeder)
TEXT_TOOLTIP_SKYHOPPER_ION,A light airspeeder armed with an underslung ion cannon. Originally a civilian craft, the design was often converted into a makeshift recon and light-strike platform by groups such as the Rebel Alliance and pirates.
TEXT_TOOLTIP_SKYHOPPER_ION_COMPANY,Company: 4x T-16S Skyhopper
TEXT_TOOLTIP_SKYHOPPER_ION_WEAP1,1x Ion Cannon: 4 / 1.0s / 320m
TEXT_TOOLTIP_SKYHOPPER_LASER,A light airspeeder armed with an underslung anti-vehicle laser. Originally a civilian craft, the design was often converted into a makeshift recon and light-strike platform by groups such as the Rebel Alliance and pirates.
TEXT_TOOLTIP_SKYHOPPER_LASER_COMPANY,Company: 4x T-16L Skyhopper
TEXT_TOOLTIP_SKYHOPPER_LASER_WEAP1,1x Heavy AV Blaster Cannon: 1 / 2.0s / 400m
TEXT_TOOLTIP_SKYHOPPER_MOVE,Speed: 5.0 | Turn: 5.0
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE,A light airspeeder armed with an underslung slugthrower cannon. Originally a civilian craft, the design was often converted into a makeshift recon and light-strike platform by groups such as the Rebel Alliance and pirates.
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE_COMPANY,Company: 4x T-16 Skyhopper
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE_WEAP1,1x Slugthrower: 2 / 1.0s / 320m
TEXT_TOOLTIP_SKYHOPPER_WEAP1,1x AI Blaster Cannon (AOE): 6 / 1.0s / 320m
TEXT_TOOLTIP_SLAVE_ONE,Boba Fett, a bounty hunter who can travel around the galaxy undetected by enemy fleets. His ship, Slave I, is armed with rapid-fire laser cannons and can drop seismic charges that deal great damage to nearby ships.
TEXT_TOOLTIP_SLAVE_ONE_HULL,Hull: 250 (Heavy Fighter)
TEXT_TOOLTIP_SLAVE_ONE_MOVE,Speed: 4.05 | Accel: 1.64 | Turn: 3.6
TEXT_TOOLTIP_SLAVE_ONE_SHIELD,Shields: 150 / [5/R] (Heavy Fighter)
TEXT_TOOLTIP_SLAVE_ONE_WEAP1,2x Heavy Fighter Laser Cannons: 4 / 2.0s / 2.0km
TEXT_TOOLTIP_SLAVE_ONE_WEAP2,1x Fighter Ion Cannon: 2 / 2.0s / 2.0km
TEXT_TOOLTIP_SLAVE_ONE_WEAP3,1x Fighter Concussion Missile: 1 / 30.0s / 1.8km
TEXT_TOOLTIP_SLAVE_ONE_WEAP4,1x Fighter Proton Torpedo: 1 / 50.0s / 2.0km
TEXT_TOOLTIP_SMEBBA_DUNK,Smebba Dunk was a rich and influential Hutt who became the head of the Hutt Clan Council. He carefully managed Hutt relations with the larger powers of the galaxy, seeking a friendly position while maintaining Hutt rights.
TEXT_TOOLTIP_SPACE_ARC,These skilfully crafted warships are the signature vessel of the Galderians, though they have also been seen in other unsavory hands. They are believed to be the work of a race the Galderians enslaved, but little is known about these mysterious shipwrights.
TEXT_TOOLTIP_SPACE_ARC_HULL,Hull: 4488 (Heavy Frigate)
TEXT_TOOLTIP_SPACE_ARC_MOVE,Speed: 4.2 | Accel: 0.175 | Turn: 0.2
TEXT_TOOLTIP_SPACE_ARC_SHIELD,Shields: 3800 / [47.5/R] (Heavy Frigate)
TEXT_TOOLTIP_SPACE_ARC_SQUADRON,Fighters: 1 / 1
TEXT_TOOLTIP_SPACE_ARC_STOCK,Few marauders can cause more consternation than these massive warships helmed by Galderian slave traders, which even well-equipped Judicial forces can struggle to fight off.
TEXT_TOOLTIP_SPACE_ARC_STOCK_WEAP1,7x Medium Turbolasers: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_SPACE_ARC_STOCK_WEAP2,2x Medium Ion Cannons: 2 / 1.25s / 6.2km
TEXT_TOOLTIP_SPACE_ARC_WEAP1,7x Heavy Turbolasers: 2 / 1.67s / 7.2km
TEXT_TOOLTIP_SPACE_ARC_WEAP2,2x Heavy Ion Cannons: 2 / 1.25s / 7.2km
TEXT_TOOLTIP_SSURUSSK,A Trandoshan pirate who operated in the Expansion Region. The pilots of Ssurussk's Nebula Raiders were a constant thorn to shipping in the latter days of the Old Republic.
TEXT_TOOLTIP_STAR_DESTROYER,Iconic large and dangerous multirole capital vessel. It is durable, well-armed with a variety of weapons, speedy for its size, and capable of carrying a respectable amount of fighters. Receives a good benefit from supporting carriers and escorts and functions well in almost any fleet composition.
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT,A variant model of the classic Imperator (Or Imperial-I) Star Destroyer used by Kuat's own security forces and the occasional military or corporate sale. Incorporates munitions into a slightly tuned weapons fit and provides more armour, shielding and support at the cost of complement and cargo space.
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_HULL,Hull: 8526 (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_MOVE,Speed: 4.2 | Accel: 0.125 | Turn: 0.15
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_SHIELD,Shields: 8250 / [41.25/R] (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_SQUADRON,Fighters: 1 / 2 | Bombers: 0.5 / 0.5
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_SQUADRON_FOTR,Fighters: 2 / 4 | Bombers: 0.5 / 1
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP1,2x Heavy Dual Turbolasers: 2 / 5.0s / 7.3km
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP2,6x Medium Turbolasers: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP3,2x Heavy Dual Ion Cannons: 2 / 5.0s / 7.3km 
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP4,6x Medium Ion Cannons: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP5,1x Light Quad Laser Cannon: 2 / 0.5s / 3.8km
TEXT_TOOLTIP_STAR_DESTROYER_ASSAULT_WEAP6,2x Assault Concussion Missiles: 4 / 15.0s / 7.3km
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER,ISD-I hull conversion dedicating portions of its outer trenches for further hangar space at the cost of some dedicated shield and engine output. Saw most use as a deterrent against Rebel heavy carriers during the Galactic Civil War, though its exposed hangar space made it vulnerable to saboteurs boarding and sabotaging critical subsystems.
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_HULL,Hull: 7475 (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_MOVE,Speed: 3.85 | Accel: 0.15 | Turn: 0.15
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_SHIELD,Shields: 7400 / [37/R] (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_SQUADRON,Fighters: 3.5 / 7.5 | Bombers: 1 / 2
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_SQUADRON_FOTR,Fighters: 4.5 / 9.5 | Bombers: 1.5 / 3
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP1,4x Heavy Dual Turbolasers: 2 / 5.0s / 7.3km
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP2,1x Heavy Ion Cannon: 2 / 1.67s / 7.3km 
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP3,4x Medium Turbolasers: 2 / 1.33s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP4,4x Medium Ion Cannons: 2 / 1.33s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP5,4x Dual Light Turbolasers: 2 / 1.67s / 5.1km
TEXT_TOOLTIP_STAR_DESTROYER_CARRIER_WEAP6,3x Light Dual Laser Cannons: 2 / 0.47s / 3.8km
TEXT_TOOLTIP_STAR_DESTROYER_HULL,Hull: 8106 (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_MOVE,Speed: 4.2 | Accel: 0.125 | Turn: 0.15
TEXT_TOOLTIP_STAR_DESTROYER_SHIELD,Shields: 8000 / [40/R] (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_WEAP1,2x Heavy Dual Turbolasers: 2 / 5.0s / 7.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP2,1x Medium Triple Turbolaser: 2 / 1.67s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP3,6x Medium Turbolasers: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP4,2x Heavy Dual Ion Cannons: 2 / 5.0s / 7.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP5,6x Medium Ion Cannons: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP6,2x Light Dual Laser Cannons: 2 / 0.5s / 3.8km
TEXT_TOOLTIP_STARBOLT,Corellian carrier design introduced before the Clone Wars, and popularized by mercenary and planetary defense forces as demand increased in wartime. Decently armed for its role, allowing it to support its complement in attacks on other capital vessels. Saw a decline in popularity during the Galactic Civil War.
TEXT_TOOLTIP_STARBOLT_HULL,Hull: 1300 (Frigate)
TEXT_TOOLTIP_STARBOLT_MOVE,Speed: 5.6 | Accel: 0.2 | Turn: 0.35
TEXT_TOOLTIP_STARBOLT_SHIELD,Shields: 1400 / [21/R] (Frigate)
TEXT_TOOLTIP_STARBOLT_SQUADRON,Fighters: 0.5 / 1 | Bombers: 0.5 / 1
TEXT_TOOLTIP_STARBOLT_WEAP1,1x Heavy Turbolaser: 2 / 5.0s / 7.1km
TEXT_TOOLTIP_STARBOLT_WEAP2,2x Light Turbolasers: 2 / 5.0s / 5.1km
TEXT_TOOLTIP_STARBOLT_WEAP3,1x Heavy Ion Cannon: 2 / 5.0s / 7.1km
TEXT_TOOLTIP_STARBOLT_WEAP4,1x Proton Torpedo: 2 / 18.75s / 5.1km
TEXT_TOOLTIP_STARHAWK_SPEEDER,The Starhawk is the most popular speeder bike on the market due to its inexpensive and sturdy design that offers high performance for a civilian model. Armed conversions are often found in the hands of Hutts lackeys, common criminals, and occasionally even Imperial Scout troopers.
TEXT_TOOLTIP_STARHAWK_SPEEDER_COMPANY,Company: 8x Starhawk Speeder
TEXT_TOOLTIP_STARHAWK_SPEEDER_HEALTH,Health: 30 (Speeder)
TEXT_TOOLTIP_STARHAWK_SPEEDER_MOVE,Speed: 4.0 | Turn: 7.0 
TEXT_TOOLTIP_STARHAWK_SPEEDER_WEAP1,1x AI Blaster Cannon: 4 / 1.0s / 200m
TEXT_TOOLTIP_SUN_GUARD,One of the most feared mercenary units in the galaxy, originally formed by Thyrsian special forces units revolting against the Echani Command, before being subverted into a Sith Cult over the centuries. They are geared towards heavy personal combat and are very effective at engaging other infantry, fortifications and light targets but do lack for heavy anti-vehicle capabilities like the Mandalorian infantry they rival and individually surpass.
TEXT_TOOLTIP_SUN_GUARD_COMPANY,Company: 20x Sun Guard
TEXT_TOOLTIP_SUN_GUARD_COMPANY_WEAP1,16x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_SUN_GUARD_COMPANY_WEAP2,4x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_COMPANY_WEAP3,16x Wrist Rocket: 1 / 10.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_COMPANY_WEAP4,4x Wrist Flamer: 10 / 10.5s / 220m
TEXT_TOOLTIP_SUN_GUARD_HEALTH,Health: 38 (Infantry)
TEXT_TOOLTIP_SUN_GUARD_LIEUTENANT_HEALTH,Health: 45 (Infantry)
TEXT_TOOLTIP_SUN_GUARD_MOVE,Speed: 1.1 
TEXT_TOOLTIP_SUN_GUARD_SERGEANT_HEALTH,Health: 42 (Infantry)
TEXT_TOOLTIP_SUN_GUARD_SQUAD,Squad: 5x Sun Guard
TEXT_TOOLTIP_SUN_GUARD_SQUAD_WEAP1,4x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_SUN_GUARD_SQUAD_WEAP2,1x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_SQUAD_WEAP3,4x Wrist Rocket: 1 / 10.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_SQUAD_WEAP4,1x Wrist Flamer: 10 / 10.5s / 220m
TEXT_TOOLTIP_SUN_GUARD_WEAP1,1x Sun Guard Blaster: 5 / 2.0s / 220m
TEXT_TOOLTIP_SUN_GUARD_WEAP2,1x DLT-20A Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_WEAP3,1x Wrist Rocket: 1 / 10.0s / 240m
TEXT_TOOLTIP_SUN_GUARD_WEAP4,1x Wrist Flamer: 10 / 10.5s / 220m
TEXT_TOOLTIP_SUPER_TRANSPORT_VI,An armed version of the obsolete Super Transport VI armed with makeshift concussion missile launchers attached via external modular pods. A light shield was also added to increase durability under fire. This  resulted in a vessel which was better than nothing in battle and could maybe fend off some minor pirate attacks but worse than any dedicated combat ship.
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_CARGO,Considered severely out of date by the time of the Galactic Civil War, most of these old massive cargo ships had been replaced by newer models of the KDY Super Transport series by the time of the Battle of Endor. A handful persisted in use around the galaxy although mainly in the hands of pirates who used the large vessel as mobile staging grounds for their raids.
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_CARGO_SHIELD,Shields: Unshielded
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_HULL,Hull: 600 (Corvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_MISSILE,Super Transport VI hull loaded with torpedo stocks to serve as an often sacrificial missile boat for desperate battles or owners. Can output a respectable amount of damage but will not survive under fire.
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_MISSILE_WEAP1,2x Light Proton Torpedoes: 3 / 5.0s / 5.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_MOVE,Speed: 2.45 | Accel: 0.1 | Turn: 0.35
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_SHIELD,Shields: 400 / [9/R] (Corvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_SQUADRON,Fighters: 0.5 / 1 | Bombers: 0.5 / 1
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_WEAP1,2x Concussion Missiles: 3 / 15.0s / 4.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VII,A KDY Super Transport VII Bulk Cruiser modified to be better protected against pirate raids. Laser emplacements along the hull were added to allow the transport to defend itself against fighter attacks while the addition of ion cannons allowed it to try to fend off larger attackers. Weak shielding was also added to the vessel to provide it some additional protection over its civilian grade hull.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_CARGO,Smaller than their predecessor, the KDY  Super Transport VII could still carry an impressive 2 million metric tons of cargo. To maximise cargo carrying capacity the base design was slow, unshielded, and unarmed making them extremely easy prey for pirates.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_CARGO_SHIELD,Shields: Unshielded
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_HULL,Hull: 650 (Corvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_INTERDICTOR,A version of the KDY Super Transport VII refitted with a single gravity well generator in its cavernous holds to create a makeshift interdictor. Such an expensive investment also warranted the addition of lasers for self defence so it was not entirely helpless.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_MISSILE,Standard Super Transport VII loaded with assault missiles to serve as an emergency or cheap fire support platform. While hard-hitting at range it cannot expect to survive the attention of even a small proper warship with much success.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_MISSILE_WEAP1,3x Assault Concussion Missiles: 4 / 15.0s / 7.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_MOVE,Speed: 2.45 | Accel: 0.1 | Turn: 0.35
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_SHIELD,Shields: 400 / [9/R] (Corvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_SQUADRON,Fighters: 0.5 / 1 | Bombers: 0.5 / 1
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_WEAP1,1x Medium Ion Cannon: 2 / 2.5s / 6.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_WEAP2,4x Medium Dual Laser Cannons: 2 / 2.5s / 4.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI,Seeing the adhoc armed refits of the older Super Transport models in response to pirate raids, KDY created their own armed variant of the Super Transport XI. Quad laser cannons were dotted around the hull to provide all round protection from fighter attacks that were frequently a key element in pirate attacks. The token shields of the base cargo design were also heavily reinforced to allow the ship to withstand minor attacks. This redesign turned a once helpless ponderous giant into a nasty surprise for attackers.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_CARGO,A giant KDY freighter capable of holding 25 million metric tons of cargo, a single Super Transport XI can take the place of hundreds of freighters. However this cargo capacity was obtained through the sacrifice of shields, weapons, and engine power. Thus this lumbering beast of a transport is suitable only for the safest routes or routes with sizable escorts. Records show that on occasion enterprising individuals have been witnessed refitting the Super Transport in unexpected ways.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_CARGO_SHIELD,Shields: Unshielded
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_HULL,Hull: 2345 (Frigate)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MISSILE,Super Transport XI filled with a variety of munitions as a cheap, makeshift missile cruiser. While the size allows space for a respectable amount of firepower that can hurt even larger ships when unmolested, focus on the vessel by strikecraft or other cruisers will quickly result in its destruction.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MISSILE_WEAP1,2x Assault Concussion Missiles: 7 / 3.0s / 7.2km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MISSILE_WEAP2,2x Proton Torpedoes: 2 / 5.0s / 5.2km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MISSILE_WEAP3,4x Concussion Missiles: 1 / 5.0s / 4.2km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED,KDY's Super Transports are unarmed, lightly constructed cargo containers, but have a surprisingly rich history as makeshift combat support units. After all, the cavernous bay can fit an astonishing number of fighters to someone who only lacks a base, even if it can offer them little protection.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED_HULL,Hull: 2385 (Frigate)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED_SHIELD,Shields: 1600 / [32/R] (Frigate)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MOVE,Speed: 2.1 | Accel: 0.1 | Turn: 0.3
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_SHIELD,Shields: 1200 / [24/R] (Frigate)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_SQUADRON,Fighters: 3 / 5 | Bombers: 3 / 3
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_TENDER,Fighter Tender: 2 / 1.0s / 4.4km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_WEAP1,2x Medium Dual Turbolasers: 2 / 5.0s / 6.2km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_WEAP2,4x Light Quad Laser Cannons: 2 / 1.0s / 3.7km
TEXT_TOOLTIP_SUPERCRUISER,A support Acclamator variant with extensive transport equipment and sensor and ECM suites.
TEXT_TOOLTIP_SUPERCRUISER_HULL,Hull: 2100 (Frigate)
TEXT_TOOLTIP_SUPERCRUISER_MOVE,Speed: 4.9 | Accel: 0.2 | Turn: 0.45
TEXT_TOOLTIP_SUPERCRUISER_SHIELD,Shields: 2000 / [20/R] (Frigate)
TEXT_TOOLTIP_SUPERCRUISER_SQUADRON,Fighters: 3 / 6 | Bombers: 2 / 4
TEXT_TOOLTIP_SUPERCRUISER_WEAP1,2x Medium Turbolasers: 2 / 0.83s / 6.3km
TEXT_TOOLTIP_SUPERCRUISER_WEAP2,2x Concussion Missiles: 2 / 5.0s / 4.1km
TEXT_TOOLTIP_SUPERCRUISER_WEAP3,2x Proton Torpedoes: 2 / 11.25s / 5.3km
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF,A large scale Ubrikkian cargo skiff that has exchanged storage space for a set of antivehicle warheads. What the resulting vehicle lacks in durability, it can make up for with numbers and excellent speed.
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF_COMMANDER_HEALTH,Health: 240 (Speeder)
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF_COMPANY,Company: 4x SuperHaul-II Skiff
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF_HEALTH,Health: 175 (Speeder)
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF_MOVE,Speed: 3.0 | Turn: 3.0 
TEXT_TOOLTIP_SUPERHAUL_II_SKIFF_WEAP1,2x Light Proton Missiles: 1 / 3.0s / 320m
TEXT_TOOLTIP_SWAMP_SPEEDER,A light but fast attack vehicle. It was developed in the Clone Wars to supplement speeder bike groups and provide anti-infantry support on difficult terrain. It is best used to intercept and occupy enemy threats until reinforcements arrive.
TEXT_TOOLTIP_SWAMP_SPEEDER_COMPANY,Company: 4x Infantry Support Platform
TEXT_TOOLTIP_SWAMP_SPEEDER_HEALTH,Health: 100 (Speeder)
TEXT_TOOLTIP_SWAMP_SPEEDER_MOVE,Speed: 3.0 | Turn: 6.0 
TEXT_TOOLTIP_SWAMP_SPEEDER_WEAP1,2x AI Blaster Cannons: 2 / 0.5s / 240m
TEXT_TOOLTIP_SZAJIN,A departure from its contemporaries developed long before the Clone Wars, the Szajin relies on heavier shielding than usual to protect it while it closes in to use a large array of short range energy weapons.
TEXT_TOOLTIP_SZAJIN_HULL,Hull: 4560 (Heavy Frigate)
TEXT_TOOLTIP_SZAJIN_MOVE,Speed: 3.5 | Accel: 0.125 | Turn: 0.15
TEXT_TOOLTIP_SZAJIN_SHIELD,Shields: 3700 / [55.5/R] (Heavy Frigate)
TEXT_TOOLTIP_SZAJIN_SQUADRON,Fighters: 0.5 / 0.5
TEXT_TOOLTIP_SZAJIN_WEAP1,8x Light Turbolasers: 2 / 2.0s / 5.2km
TEXT_TOOLTIP_SZAJIN_WEAP2,2x Light Dual Ion Cannons: 2 / 2.0s / 5.2km
TEXT_TOOLTIP_T6SHUTTLE,Built by the Verpine of Slayn & Korpil, these shuttles served as unarmed transports for ambassadors and were a favourite choice of Jedi delegations.
TEXT_TOOLTIP_T6SHUTTLE_HULL,Hull: 350 (Gunship)
TEXT_TOOLTIP_T6SHUTTLE_MOVE,Speed: 4.5 | Accel: 0.04 | Turn: 0.5
TEXT_TOOLTIP_T6SHUTTLE_SHIELDS,Shields: 50 / [5/R] (Gunship)
TEXT_TOOLTIP_TACTICAL_DROID,A command unit frequently used to lead Separatist forces. Their intelligent and learning nature leads to significant variation in personality and command performance
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_COMPANY,Company: 1x BX Commando Droid
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_HEALTH,Health: 180 (Infantry)
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_MOVE,Speed: 1.0
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_WEAP1,1x E-5 Blaster Rifle: 3 / 1.25s / 240m
